day,score,was_accessed,memory_name
0,0.7056826851542052,False,goal_with_occasional_access
1,0.7056826851542052,False,goal_with_occasional_access
2,0.7056826851542052,False,goal_with_occasional_access
3,0.7056826851542052,False,goal_with_occasional_access
4,0.7056826851542052,False,goal_with_occasional_access
5,0.701042356105442,False,goal_with_occasional_access
6,0.6846609661251936,False,goal_with_occasional_access
7,0.7050986063979927,False,goal_with_occasional_access
8,0.7313433937672167,False,goal_with_occasional_access
9,0.7313433937672167,False,goal_with_occasional_access
10,0.7085233763504768,True,goal_with_occasional_access
11,0.7085233763504768,False,goal_with_occasional_access
12,0.7085233763504768,False,goal_with_occasional_access
13,0.7085233763504768,False,goal_with_occasional_access
14,0.7085233763504768,False,goal_with_occasional_access
15,0.7085233763504768,False,goal_with_occasional_access
16,0.7291872967095533,False,goal_with_occasional_access
17,0.7128059067293049,False,goal_with_occasional_access
18,0.733243547002104,False,goal_with_occasional_access
19,0.7816876591894787,False,goal_with_occasional_access
20,0.7816876591894787,False,goal_with_occasional_access
21,0.7807846348929908,False,goal_with_occasional_access
22,0.7796675863544236,False,goal_with_occasional_access
23,0.7839942550890117,False,goal_with_occasional_access
24,0.7839942550890117,False,goal_with_occasional_access
25,0.7876268248358244,False,goal_with_occasional_access
26,0.7876268248358244,False,goal_with_occasional_access
27,0.7923990575882623,False,goal_with_occasional_access
28,0.7923990575882623,False,goal_with_occasional_access
29,0.7831375560431514,False,goal_with_occasional_access
30,0.7494810290290593,False,goal_with_occasional_access
31,0.686305059208677,False,goal_with_occasional_access
32,0.686305059208677,False,goal_with_occasional_access
33,0.6892164208046808,False,goal_with_occasional_access
34,0.6843053753045174,False,goal_with_occasional_access
35,0.6843053753045174,False,goal_with_occasional_access
36,0.6843053753045174,False,goal_with_occasional_access
37,0.6843053753045174,False,goal_with_occasional_access
38,0.6867675304360199,False,goal_with_occasional_access
39,0.6867675304360199,False,goal_with_occasional_access
40,0.6867675304360199,False,goal_with_occasional_access
41,0.6857030332120234,False,goal_with_occasional_access
42,0.6857030332120234,False,goal_with_occasional_access
43,0.7007132778599978,False,goal_with_occasional_access
44,0.7007132778599978,False,goal_with_occasional_access
45,0.7397011454446071,True,goal_with_occasional_access
46,0.7397011454446071,False,goal_with_occasional_access
47,0.7397011454446071,False,goal_with_occasional_access
48,0.7397011454446071,False,goal_with_occasional_access
49,0.7397011454446071,False,goal_with_occasional_access
50,0.7397011454446071,False,goal_with_occasional_access
51,0.7261976916189615,False,goal_with_occasional_access
52,0.7071407195412979,False,goal_with_occasional_access
53,0.7192305723165677,False,goal_with_occasional_access
54,0.7228027072937875,False,goal_with_occasional_access
55,0.7228027072937875,False,goal_with_occasional_access
56,0.7228027072937875,False,goal_with_occasional_access
57,0.7323618723428637,False,goal_with_occasional_access
58,0.7323618723428637,False,goal_with_occasional_access
59,0.7323618723428637,False,goal_with_occasional_access
60,0.7215478327319113,False,goal_with_occasional_access
61,0.7215478327319113,False,goal_with_occasional_access
62,0.7263200654843492,False,goal_with_occasional_access
63,0.7221420450772539,False,goal_with_occasional_access
64,0.7154659227251176,False,goal_with_occasional_access
65,0.7154659227251176,False,goal_with_occasional_access
66,0.6637057969955702,False,goal_with_occasional_access
67,0.6637057969955702,False,goal_with_occasional_access
68,0.6648768779116733,False,goal_with_occasional_access
69,0.6647403332792834,False,goal_with_occasional_access
70,0.6647403332792834,False,goal_with_occasional_access
71,0.6647403332792834,False,goal_with_occasional_access
72,0.6647403332792834,False,goal_with_occasional_access
73,0.6794837183693977,False,goal_with_occasional_access
74,0.6794837183693977,False,goal_with_occasional_access
75,0.6794837183693977,False,goal_with_occasional_access
76,0.6794837183693977,False,goal_with_occasional_access
77,0.6794837183693977,False,goal_with_occasional_access
78,0.6944939630173721,False,goal_with_occasional_access
79,0.6944939630173721,False,goal_with_occasional_access
80,0.6944939630173721,False,goal_with_occasional_access
81,0.7036817973509496,False,goal_with_occasional_access
82,0.7036817973509496,False,goal_with_occasional_access
83,0.7036817973509496,False,goal_with_occasional_access
84,0.7036817973509496,False,goal_with_occasional_access
85,0.7036817973509496,False,goal_with_occasional_access
86,0.7036817973509496,False,goal_with_occasional_access
87,0.666209327037132,False,goal_with_occasional_access
88,0.666209327037132,False,goal_with_occasional_access
89,0.666209327037132,False,goal_with_occasional_access
0,0.5030811097432305,False,event_never_revisited
1,0.5030811097432305,False,event_never_revisited
2,0.5030811097432305,False,event_never_revisited
3,0.5030811097432305,False,event_never_revisited
4,0.4941854618225874,False,event_never_revisited
5,0.4895451327738237,False,event_never_revisited
6,0.47316374279357515,False,event_never_revisited
7,0.47283881551411144,False,event_never_revisited
8,0.47499149369142174,False,event_never_revisited
9,0.47499149369142174,False,event_never_revisited
10,0.47607725592042593,False,event_never_revisited
11,0.4749602073818588,False,event_never_revisited
12,0.4691729343808556,False,event_never_revisited
13,0.4691729343808556,False,event_never_revisited
14,0.4728055041276684,False,event_never_revisited
15,0.4728055041276684,False,event_never_revisited
16,0.48837322652957776,False,event_never_revisited
17,0.48837322652957776,False,event_never_revisited
18,0.46833325808895576,False,event_never_revisited
19,0.46833325808895576,False,event_never_revisited
20,0.36602174846428065,False,event_never_revisited
21,0.36602174846428065,False,event_never_revisited
22,0.36893311006028445,False,event_never_revisited
23,0.37325977879487265,False,event_never_revisited
24,0.37325977879487265,False,event_never_revisited
25,0.16946285476478623,False,event_never_revisited
26,0.16946285476478623,False,event_never_revisited
27,0.18420623985490056,False,event_never_revisited
28,0.18420623985490056,False,event_never_revisited
29,0.18420623985490056,False,event_never_revisited
30,0.1506323976051122,False,event_never_revisited
31,0.14833046778792539,False,event_never_revisited
32,0.169870035230792,False,event_never_revisited
33,0.169870035230792,False,event_never_revisited
34,0.169870035230792,False,event_never_revisited
35,0.169870035230792,False,event_never_revisited
36,0.169870035230792,False,event_never_revisited
37,0.169870035230792,False,event_never_revisited
38,0.14102058228833952,False,event_never_revisited
39,0.14102058228833952,False,event_never_revisited
40,0.14102058228833952,False,event_never_revisited
41,0.1399560850643431,False,event_never_revisited
42,0.1399560850643431,False,event_never_revisited
43,0.1399560850643431,False,event_never_revisited
44,0.1399560850643431,False,event_never_revisited
45,0.1251469657030307,False,event_never_revisited
46,0.1251469657030307,False,event_never_revisited
47,0.1251469657030307,False,event_never_revisited
48,0.09836544708541643,False,event_never_revisited
49,0.11167612869233812,False,event_never_revisited
50,0.11167612869233812,False,event_never_revisited
51,0.11167612869233812,False,event_never_revisited
52,0.12102411920396512,False,event_never_revisited
53,0.12102411920396512,False,event_never_revisited
54,0.12102411920396512,False,event_never_revisited
55,0.11446943248186281,False,event_never_revisited
56,0.11446943248186281,False,event_never_revisited
57,0.13313307774159092,False,event_never_revisited
58,0.13313307774159092,False,event_never_revisited
59,0.13313307774159092,False,event_never_revisited
60,0.13313307774159092,False,event_never_revisited
61,0.13313307774159092,False,event_never_revisited
62,0.13313307774159092,False,event_never_revisited
63,0.13313307774159092,False,event_never_revisited
64,0.169338199470909,False,event_never_revisited
65,0.169338199470909,False,event_never_revisited
66,0.17091424201794275,False,event_never_revisited
67,0.17091424201794275,False,event_never_revisited
68,0.17091424201794275,False,event_never_revisited
69,0.17259182559274563,False,event_never_revisited
70,0.15045695785986937,False,event_never_revisited
71,0.15045695785986937,False,event_never_revisited
72,0.15045695785986937,False,event_never_revisited
73,0.15045695785986937,False,event_never_revisited
74,0.15045695785986937,False,event_never_revisited
75,0.15045695785986937,False,event_never_revisited
76,0.15045695785986937,False,event_never_revisited
77,0.15045695785986937,False,event_never_revisited
78,0.1342952597573207,False,event_never_revisited
79,0.1342952597573207,False,event_never_revisited
80,0.13230556673981056,False,event_never_revisited
81,0.14035056043655675,False,event_never_revisited
82,0.14035056043655675,False,event_never_revisited
83,0.15159943383156116,False,event_never_revisited
84,0.15159943383156116,False,event_never_revisited
85,0.15159943383156116,False,event_never_revisited
86,0.15159943383156116,False,event_never_revisited
87,0.08715180444845891,False,event_never_revisited
88,0.08715180444845891,False,event_never_revisited
89,0.1479729244029763,False,event_never_revisited
0,0.79230926740495,False,preference_frequently_used
1,0.79230926740495,False,preference_frequently_used
2,0.79230926740495,False,preference_frequently_used
3,0.79230926740495,False,preference_frequently_used
